TransactionNo,Items,Daypart,DayType
7806,Pastry,Afternoon,Weekday
7807,Coffee,Evening,Weekday
7807,Tiffin,Evening,Weekday
7807,Cake,Evening,Weekday
7807,Truffles,Evening,Weekday
7808,Coffee,Morning,Weekday
7808,Jammie Dodgers,Morning,Weekday
7809,Coffee,Morning,Weekday
7809,Toast,Morning,Weekday
7810,Bread,Morning,Weekday
7811,Pastry,Morning,Weekday
7811,Coffee,Morning,Weekday
7812,Coffee,Morning,Weekday
7813,Coffee,Morning,Weekday
7813,Toast,Morning,Weekday
7813,Bread,Morning,Weekday
7814,Baguette,Morning,Weekday
7815,Coffee,Morning,Weekday
7815,Toast,Morning,Weekday
7816,Coffee,Morning,Weekday
7816,Tea,Morning,Weekday
7816,Cake,Morning,Weekday
7816,Bread,Morning,Weekday
7817,Bread,Morning,Weekday
7817,Hot chocolate,Morning,Weekday
7818,Coffee,Morning,Weekday
7818,Baguette,Morning,Weekday
7819,Tiffin,Morning,Weekday
7819,Cake,Morning,Weekday
7820,Coffee,Morning,Weekday
7821,Coffee,Morning,Weekday
7822,Cake,Morning,Weekday
7822,Juice,Morning,Weekday
7823,Bread,Morning,Weekday
7824,Coffee,Morning,Weekday
7824,Tiffin,Morning,Weekday
7825,Tea,Afternoon,Weekday
7825,Sandwich,Afternoon,Weekday
7826,Sandwich,Afternoon,Weekday
7826,Tea,Afternoon,Weekday
7827,Coffee,Afternoon,Weekday
7827,Chicken Stew,Afternoon,Weekday
7828,Sandwich,Afternoon,Weekday
7828,Cookies,Afternoon,Weekday
7829,Salad,Afternoon,Weekday
7829,Coffee,Afternoon,Weekday
7829,Juice,Afternoon,Weekday
7830,Tea,Afternoon,Weekday
7830,Bread,Afternoon,Weekday
7830,Salad,Afternoon,Weekday
7830,Sandwich,Afternoon,Weekday
7831,Bread,Afternoon,Weekday
7831,Pastry,Afternoon,Weekday
7831,Truffles,Afternoon,Weekday
7832,Bread,Afternoon,Weekday
7832,Scandinavian,Afternoon,Weekday
7833,Chicken Stew,Afternoon,Weekday
7833,Coffee,Afternoon,Weekday
7834,Soup,Afternoon,Weekday
7835,Coffee,Afternoon,Weekday
7835,Sandwich,Afternoon,Weekday
7836,Cookies,Afternoon,Weekday
7836,Soup,Afternoon,Weekday
7837,Christmas common,Afternoon,Weekday
7838,Coffee,Afternoon,Weekday
7839,Soup,Afternoon,Weekday
7839,Sandwich,Afternoon,Weekday
7839,Coffee,Afternoon,Weekday
7839,Medialuna,Afternoon,Weekday
7840,Coffee,Afternoon,Weekday
7840,Coffee,Afternoon,Weekday
7840,Hot chocolate,Afternoon,Weekday
7840,Coffee,Afternoon,Weekday
7840,Pastry,Afternoon,Weekday
7840,Cake,Afternoon,Weekday
7841,Coffee,Afternoon,Weekday
7842,Pastry,Afternoon,Weekday
7843,Bread,Afternoon,Weekday
7843,Coffee,Afternoon,Weekday
7843,Pastry,Afternoon,Weekday
7843,Chicken Stew,Afternoon,Weekday
7844,Coffee,Afternoon,Weekday
7845,Tea,Afternoon,Weekday
7845,Cake,Afternoon,Weekday
7846,Truffles,Afternoon,Weekday
7846,Spanish Brunch,Afternoon,Weekday
7846,Cake,Afternoon,Weekday
7846,Coffee,Afternoon,Weekday
7847,Truffles,Afternoon,Weekday
7847,Spanish Brunch,Afternoon,Weekday
7847,Cake,Afternoon,Weekday
7848,Bread,Afternoon,Weekday
7848,Tea,Afternoon,Weekday
7848,Scone,Afternoon,Weekday
7849,Coke,Afternoon,Weekday
7849,Tea,Afternoon,Weekday
7850,Tea,Afternoon,Weekday
7850,Cake,Afternoon,Weekday
7851,Coke,Afternoon,Weekday
7852,Bread,Afternoon,Weekday
7852,Cake,Afternoon,Weekday
7852,Coffee,Afternoon,Weekday
7852,Bread,Afternoon,Weekday
7853,Coffee,Evening,Weekday
7853,Coffee,Evening,Weekday
7853,Tea,Evening,Weekday
7853,Cake,Evening,Weekday
7853,Scone,Evening,Weekday
7853,Cookies,Evening,Weekday
7854,Coffee,Morning,Weekday
7855,Coffee,Morning,Weekday
7856,Coffee,Morning,Weekday
7857,Bread,Morning,Weekday
7858,Coffee,Morning,Weekday
7858,Bread,Morning,Weekday
7858,Pastry,Morning,Weekday
7859,Coffee,Morning,Weekday
7859,Bread,Morning,Weekday
7859,Spanish Brunch,Morning,Weekday
7860,Bread,Morning,Weekday
7860,Toast,Morning,Weekday
7861,Bread,Morning,Weekday
7862,Baguette,Morning,Weekday
7863,Coffee,Morning,Weekday
7863,Pastry,Morning,Weekday
7864,Hot chocolate,Morning,Weekday
7864,Tea,Morning,Weekday
7864,Cake,Morning,Weekday
7865,Coffee,Morning,Weekday
7865,Bread,Morning,Weekday
7866,Bread,Morning,Weekday
7866,Bread,Morning,Weekday
7866,Pastry,Morning,Weekday
7867,Coffee,Morning,Weekday
7868,Pastry,Morning,Weekday
7868,Pastry,Morning,Weekday
7869,Bread,Morning,Weekday
7869,Coffee,Morning,Weekday
7869,Coffee,Morning,Weekday
7869,Bread,Morning,Weekday
7869,Toast,Morning,Weekday
7870,Coffee,Morning,Weekday
7871,Bread,Morning,Weekday
7872,Coffee,Morning,Weekday
7873,Bread,Morning,Weekday
7873,Cookies,Morning,Weekday
7874,Medialuna,Morning,Weekday
7874,Bread,Morning,Weekday
7875,Tea,Morning,Weekday
7876,Coffee,Morning,Weekday
7876,Cake,Morning,Weekday
7876,Jam,Morning,Weekday
7876,Truffles,Morning,Weekday
7877,Coffee,Morning,Weekday
7877,Coffee,Morning,Weekday
7877,Juice,Morning,Weekday
7877,Pastry,Morning,Weekday
7877,Cookies,Morning,Weekday
7878,Coffee,Morning,Weekday
7878,Tiffin,Morning,Weekday
7878,Bread,Morning,Weekday
7879,Cake,Morning,Weekday
7879,Cookies,Morning,Weekday
7879,Cookies,Morning,Weekday
7879,Coffee,Morning,Weekday
7879,Coffee,Morning,Weekday
7879,Juice,Morning,Weekday
7880,Vegan Feast,Morning,Weekday
7880,Pastry,Morning,Weekday
7880,Coffee,Morning,Weekday
7880,Coffee,Morning,Weekday
7881,Coffee,Morning,Weekday
7881,Pastry,Morning,Weekday
7882,Coffee,Morning,Weekday
7882,Bread,Morning,Weekday
7883,Bread,Morning,Weekday
7883,Coffee,Morning,Weekday
7884,Bread,Morning,Weekday
7885,Coffee,Morning,Weekday
7885,Coffee,Morning,Weekday
7885,Medialuna,Morning,Weekday
7886,Coffee,Morning,Weekday
7887,Coffee,Morning,Weekday
7887,Tea,Morning,Weekday
7887,Tiffin,Morning,Weekday
7888,Bread,Morning,Weekday
7888,Bread,Morning,Weekday
7889,Brownie,Morning,Weekday
7890,Coffee,Afternoon,Weekday
7891,Tea,Afternoon,Weekday
7891,Sandwich,Afternoon,Weekday
7891,Sandwich,Afternoon,Weekday
7892,Coffee,Afternoon,Weekday
7892,Tiffin,Afternoon,Weekday
7893,Bread,Afternoon,Weekday
7893,Scone,Afternoon,Weekday
7894,Soup,Afternoon,Weekday
7894,Salad,Afternoon,Weekday
7894,Bread,Afternoon,Weekday
7895,Sandwich,Afternoon,Weekday
7895,Coke,Afternoon,Weekday
7896,Toast,Afternoon,Weekday
7896,Coffee,Afternoon,Weekday
7896,Bread,Afternoon,Weekday
7897,Cake,Afternoon,Weekday
7897,Sandwich,Afternoon,Weekday
7897,Sandwich,Afternoon,Weekday
7897,Coffee,Afternoon,Weekday
7898,Truffles,Afternoon,Weekday
7898,Soup,Afternoon,Weekday
7899,Vegan mincepie,Afternoon,Weekday
7899,Cookies,Afternoon,Weekday
7899,Tiffin,Afternoon,Weekday
7899,Bread,Afternoon,Weekday
7900,Cookies,Afternoon,Weekday
7901,Soup,Afternoon,Weekday
7902,Coffee,Afternoon,Weekday
7902,Spanish Brunch,Afternoon,Weekday
7903,Coffee,Afternoon,Weekday
7903,Scone,Afternoon,Weekday
7904,Bread,Afternoon,Weekday
7904,Coffee,Afternoon,Weekday
7904,Sandwich,Afternoon,Weekday
7905,Salad,Afternoon,Weekday
7905,Spanish Brunch,Afternoon,Weekday
7905,Coke,Afternoon,Weekday
7906,Coffee,Afternoon,Weekday
7906,Tea,Afternoon,Weekday
7906,Bread,Afternoon,Weekday
7906,Tiffin,Afternoon,Weekday
7906,Chicken Stew,Afternoon,Weekday
7907,Tea,Afternoon,Weekday
7907,Bread,Afternoon,Weekday
7907,Cake,Afternoon,Weekday
7908,Truffles,Afternoon,Weekday
7908,Mineral water,Afternoon,Weekday
7908,Bread,Afternoon,Weekday
7908,Scone,Afternoon,Weekday
7908,Spanish Brunch,Afternoon,Weekday
7909,Coffee,Afternoon,Weekday
7910,Truffles,Afternoon,Weekday
7910,Cake,Afternoon,Weekday
7911,Coffee,Afternoon,Weekday
7912,Coffee,Afternoon,Weekday
7912,Bread,Afternoon,Weekday
7913,Cookies,Afternoon,Weekday
7913,Tiffin,Afternoon,Weekday
7914,Tea,Afternoon,Weekday
7915,Medialuna,Morning,Weekend
7915,Medialuna,Morning,Weekend
7915,Coffee,Morning,Weekend
7916,Coffee,Morning,Weekend
7916,Toast,Morning,Weekend
7917,Baguette,Morning,Weekend
7917,Farm House,Morning,Weekend
7918,Medialuna,Morning,Weekend
7919,Cake,Morning,Weekend
7919,Bread,Morning,Weekend
7920,Bread,Morning,Weekend
7921,Coffee,Morning,Weekend
7921,Tea,Morning,Weekend
7922,The Nomad,Morning,Weekend
7922,Coffee,Morning,Weekend
7922,Medialuna,Morning,Weekend
7923,Duck egg,Morning,Weekend
7923,Tea,Morning,Weekend
7924,Coffee,Morning,Weekend
7924,Coffee,Morning,Weekend
7924,Scone,Morning,Weekend
7924,Bread,Morning,Weekend
7925,Scandinavian,Morning,Weekend
7925,Tea,Morning,Weekend
7925,Coffee,Morning,Weekend
7926,Scandinavian,Morning,Weekend
7926,Bread,Morning,Weekend
7927,Chocolates,Morning,Weekend
7927,Coffee,Morning,Weekend
7927,Coke,Morning,Weekend
7928,Coffee,Morning,Weekend
7928,Coffee,Morning,Weekend
7928,Bread,Morning,Weekend
7929,Tea,Morning,Weekend
7929,Tea,Morning,Weekend
7929,Juice,Morning,Weekend
7930,Scone,Morning,Weekend
7930,Pastry,Morning,Weekend
7930,Coffee,Morning,Weekend
7931,Coffee,Morning,Weekend
7931,Coffee,Morning,Weekend
7932,Baguette,Morning,Weekend
7933,Tea,Morning,Weekend
7933,Tea,Morning,Weekend
7933,Spanish Brunch,Morning,Weekend
7933,Fudge,Morning,Weekend
7933,Jam,Morning,Weekend
7934,Coffee,Morning,Weekend
7934,Spanish Brunch,Morning,Weekend
7934,Truffles,Morning,Weekend
7935,Scone,Morning,Weekend
7935,Cake,Morning,Weekend
7935,Scandinavian,Morning,Weekend
7936,Coffee,Morning,Weekend
7937,Sandwich,Morning,Weekend
7937,Coffee,Morning,Weekend
7938,Bread,Morning,Weekend
7938,Farm House,Morning,Weekend
7939,Bread,Morning,Weekend
7939,Toast,Morning,Weekend
7939,Cookies,Morning,Weekend
7940,Bread,Morning,Weekend
7941,Farm House,Morning,Weekend
7941,Coffee,Morning,Weekend
7941,Cookies,Morning,Weekend
7942,Spanish Brunch,Morning,Weekend
7942,Bread,Morning,Weekend
7942,Cake,Morning,Weekend
7942,Medialuna,Morning,Weekend
7942,Coffee,Morning,Weekend
7942,Brownie,Morning,Weekend
7943,Pastry,Morning,Weekend
7943,Coffee,Morning,Weekend
7943,Soup,Morning,Weekend
7943,Sandwich,Morning,Weekend
7944,Muffin,Morning,Weekend
7945,Tea,Morning,Weekend
7946,Tiffin,Morning,Weekend
7947,Bread,Morning,Weekend
7947,Coffee,Morning,Weekend
7948,Bread,Morning,Weekend
7949,Hot chocolate,Morning,Weekend
7949,Bread,Morning,Weekend
7949,Cookies,Morning,Weekend
7950,Bread,Afternoon,Weekend
7950,Juice,Afternoon,Weekend
7950,Cake,Afternoon,Weekend
7950,Jammie Dodgers,Afternoon,Weekend
7951,Scone,Afternoon,Weekend
7951,Bread,Afternoon,Weekend
7952,Tea,Afternoon,Weekend
7952,Bread,Afternoon,Weekend
7952,Hot chocolate,Afternoon,Weekend
7952,Tiffin,Afternoon,Weekend
7953,Coffee,Afternoon,Weekend
7953,Bread,Afternoon,Weekend
7954,Coffee,Afternoon,Weekend
7955,Cake,Afternoon,Weekend
7955,Granola,Afternoon,Weekend
7955,Coffee,Afternoon,Weekend
7955,Sandwich,Afternoon,Weekend
7955,Coffee,Afternoon,Weekend
7956,Scone,Afternoon,Weekend
7957,Pastry,Afternoon,Weekend
7957,Sandwich,Afternoon,Weekend
7958,Sandwich,Afternoon,Weekend
7958,Sandwich,Afternoon,Weekend
7958,Coffee,Afternoon,Weekend
7958,Coffee,Afternoon,Weekend
7959,Bread,Afternoon,Weekend
7959,Pastry,Afternoon,Weekend
7959,Cake,Afternoon,Weekend
7960,Pastry,Afternoon,Weekend
7961,Brownie,Afternoon,Weekend
7961,Drinking chocolate spoons ,Afternoon,Weekend
7961,Bread,Afternoon,Weekend
7961,Coffee,Afternoon,Weekend
7961,Sandwich,Afternoon,Weekend
7961,Sandwich,Afternoon,Weekend
7962,Coffee,Afternoon,Weekend
7962,Coffee,Afternoon,Weekend
7962,Sandwich,Afternoon,Weekend
7962,Sandwich,Afternoon,Weekend
7963,Jammie Dodgers,Afternoon,Weekend
7963,Bread,Afternoon,Weekend
7964,Tea,Afternoon,Weekend
7964,Cake,Afternoon,Weekend
7965,Coffee,Afternoon,Weekend
7965,Coffee,Afternoon,Weekend
7966,Tea,Afternoon,Weekend
7966,Juice,Afternoon,Weekend
7966,Muffin,Afternoon,Weekend
7966,Salad,Afternoon,Weekend
7967,Tea,Afternoon,Weekend
7967,Spanish Brunch,Afternoon,Weekend
7968,Spanish Brunch,Afternoon,Weekend
7968,Sandwich,Afternoon,Weekend
7968,Toast,Afternoon,Weekend
7968,Cake,Afternoon,Weekend
7968,Medialuna,Afternoon,Weekend
7968,Chicken Stew,Afternoon,Weekend
7969,Bread,Afternoon,Weekend
7970,Soup,Afternoon,Weekend
7970,Bread,Afternoon,Weekend
7971,Bread,Afternoon,Weekend
7971,Coffee,Afternoon,Weekend
7971,Juice,Afternoon,Weekend
7971,Scone,Afternoon,Weekend
7972,Coffee,Afternoon,Weekend
7972,Toast,Afternoon,Weekend
7972,Scone,Afternoon,Weekend
7973,Bread,Afternoon,Weekend
7974,Bread,Afternoon,Weekend
7974,Bread,Afternoon,Weekend
7974,Cake,Afternoon,Weekend
7975,Brownie,Afternoon,Weekend
7975,Coke,Afternoon,Weekend
7976,Coffee,Afternoon,Weekend
7976,Sandwich,Afternoon,Weekend
7977,Bread,Afternoon,Weekend
7977,Jammie Dodgers,Afternoon,Weekend
7977,Cake,Afternoon,Weekend
7978,Coffee,Afternoon,Weekend
7978,Bread,Afternoon,Weekend
7978,Scone,Afternoon,Weekend
7979,Coffee,Afternoon,Weekend
7979,Coffee,Afternoon,Weekend
7979,Scone,Afternoon,Weekend
7979,Cake,Afternoon,Weekend
7980,Sandwich,Afternoon,Weekend
7980,Coffee,Afternoon,Weekend
7980,Coffee,Afternoon,Weekend
7981,Argentina Night,Afternoon,Weekend
7981,Vegan Feast,Afternoon,Weekend
7982,Coffee,Afternoon,Weekend
7982,Cake,Afternoon,Weekend
7983,Cake,Afternoon,Weekend
7983,Tea,Afternoon,Weekend
7984,Tea,Afternoon,Weekend
7984,Cake,Afternoon,Weekend
7984,Scone,Afternoon,Weekend
7985,Bread,Afternoon,Weekend
7986,Bread,Afternoon,Weekend
7987,Coffee,Afternoon,Weekend
7988,Coffee,Afternoon,Weekend
7988,Cake,Afternoon,Weekend
7989,Coffee,Afternoon,Weekend
7990,Coffee,Evening,Weekend
7991,Bread,Evening,Weekend
7991,Juice,Evening,Weekend
7991,Muffin,Evening,Weekend
7991,Cookies,Evening,Weekend
7992,The Nomad,Evening,Weekend
7992,Duck egg,Evening,Weekend
7992,Coffee,Evening,Weekend
7992,Coffee,Evening,Weekend
7992,Tea,Evening,Weekend
7993,Coffee,Evening,Weekend
7993,Muffin,Evening,Weekend
7994,Hot chocolate,Evening,Weekend
7994,Coffee,Evening,Weekend
7994,Scone,Evening,Weekend
7994,Cake,Evening,Weekend
7995,Coffee,Morning,Weekend
7995,Pastry,Morning,Weekend
7996,Coffee,Morning,Weekend
7996,Pastry,Morning,Weekend
7997,Scone,Morning,Weekend
7997,Bread,Morning,Weekend
7998,Bread,Morning,Weekend
7999,Coffee,Morning,Weekend
7999,Sandwich,Morning,Weekend
7999,Brownie,Morning,Weekend
8000,Coffee,Morning,Weekend
8000,Cake,Morning,Weekend
8001,Scone,Morning,Weekend
8001,Coffee,Morning,Weekend
8001,Coffee,Morning,Weekend
8001,Spanish Brunch,Morning,Weekend
8002,Coffee,Morning,Weekend
8002,Coffee,Morning,Weekend
8003,Bread,Morning,Weekend
8003,Coffee,Morning,Weekend
8004,Coffee,Morning,Weekend
8004,Spanish Brunch,Morning,Weekend
8005,Spanish Brunch,Morning,Weekend
8005,Coffee,Morning,Weekend
8006,Bread,Morning,Weekend
8007,Cake,Morning,Weekend
8007,Muffin,Morning,Weekend
8007,Vegan Feast,Morning,Weekend
8008,Bread,Morning,Weekend
8008,Bread,Morning,Weekend
8008,Brownie,Morning,Weekend
8009,Coffee,Morning,Weekend
8010,Bread,Afternoon,Weekend
8010,Coffee,Afternoon,Weekend
8011,Coffee,Afternoon,Weekend
8011,Coffee,Afternoon,Weekend
8011,Bread,Afternoon,Weekend
8011,Hot chocolate,Afternoon,Weekend
8011,Cake,Afternoon,Weekend
8011,Cake,Afternoon,Weekend
8011,Vegan mincepie,Afternoon,Weekend
8011,Bread,Afternoon,Weekend
8012,Tea,Afternoon,Weekend
8012,Muffin,Afternoon,Weekend
8012,Jammie Dodgers,Afternoon,Weekend
8013,Bread,Afternoon,Weekend
8014,Tea,Afternoon,Weekend
8015,Pastry,Afternoon,Weekend
8015,Scone,Afternoon,Weekend
8015,Coffee,Afternoon,Weekend
8015,Tea,Afternoon,Weekend
8016,Coffee,Afternoon,Weekend
8016,Pastry,Afternoon,Weekend
8017,Baguette,Afternoon,Weekend
8018,Cookies,Afternoon,Weekend
8018,Coffee,Afternoon,Weekend
8019,Coffee,Afternoon,Weekend
8020,Coffee,Afternoon,Weekend
8021,Bread,Afternoon,Weekend
8022,Coffee,Afternoon,Weekend
8022,Truffles,Afternoon,Weekend
8022,Juice,Afternoon,Weekend
8023,Coffee,Afternoon,Weekend
8024,Coffee,Afternoon,Weekend
8025,Smoothies,Afternoon,Weekend
8025,Spanish Brunch,Afternoon,Weekend
8026,Coffee,Afternoon,Weekend
8026,Juice,Afternoon,Weekend
8026,Toast,Afternoon,Weekend
8026,Muffin,Afternoon,Weekend
8027,Bread,Afternoon,Weekend
8028,The Nomad,Afternoon,Weekend
8028,Coffee,Afternoon,Weekend
8029,Hot chocolate,Afternoon,Weekend
8030,Bread,Afternoon,Weekend
8030,Spanish Brunch,Afternoon,Weekend
8031,Tea,Afternoon,Weekend
8031,Spanish Brunch,Afternoon,Weekend
8032,Coffee,Afternoon,Weekend
8032,Smoothies,Afternoon,Weekend
8032,Cookies,Afternoon,Weekend
8032,Medialuna,Afternoon,Weekend
8032,Scone,Afternoon,Weekend
8033,Half slice Monster ,Afternoon,Weekend
8033,Tiffin,Afternoon,Weekend
8033,Coffee,Afternoon,Weekend
8033,Juice,Afternoon,Weekend
8034,Baguette,Afternoon,Weekend
8035,Coffee,Afternoon,Weekend
8035,Coke,Afternoon,Weekend
8035,Tea,Afternoon,Weekend
8035,Sandwich,Afternoon,Weekend
8035,Spanish Brunch,Afternoon,Weekend
8036,Bread,Afternoon,Weekend
8037,Hot chocolate,Afternoon,Weekend
8037,Coffee,Afternoon,Weekend
8037,Cookies,Afternoon,Weekend
8038,Soup,Afternoon,Weekend
8038,Coffee,Afternoon,Weekend
8038,Cake,Afternoon,Weekend
8039,Bread,Afternoon,Weekend
8040,Coffee,Afternoon,Weekend
8041,Bread,Afternoon,Weekend
8041,Mineral water,Afternoon,Weekend
8041,Drinking chocolate spoons ,Afternoon,Weekend
8041,Coffee,Afternoon,Weekend
8042,Hot chocolate,Afternoon,Weekend
8043,Tea,Afternoon,Weekend
8043,Tea,Afternoon,Weekend
8043,Cake,Afternoon,Weekend
8044,Tea,Afternoon,Weekend
8044,Coffee,Afternoon,Weekend
8044,Cake,Afternoon,Weekend
8044,Jammie Dodgers,Afternoon,Weekend
8045,Medialuna,Afternoon,Weekend
8046,Scone,Afternoon,Weekend
8047,Hot chocolate,Afternoon,Weekend
8047,Cake,Afternoon,Weekend
8048,Medialuna,Afternoon,Weekend
8048,Muffin,Afternoon,Weekend
8048,Spanish Brunch,Afternoon,Weekend
8048,Chicken Stew,Afternoon,Weekend
8048,Coffee,Afternoon,Weekend
8049,Farm House,Afternoon,Weekend
8050,Coffee,Afternoon,Weekend
8050,Cake,Afternoon,Weekend
8051,Cake,Afternoon,Weekend
8051,Cookies,Afternoon,Weekend
8051,Tea,Afternoon,Weekend
8051,Coffee,Afternoon,Weekend
8051,Sandwich,Afternoon,Weekend
8051,Soup,Afternoon,Weekend
8052,Coffee,Afternoon,Weekend
8052,Cookies,Afternoon,Weekend
8053,Bread,Afternoon,Weekend
8053,Cake,Afternoon,Weekend
8054,Coffee,Afternoon,Weekend
8054,Coffee,Afternoon,Weekend
8054,Spanish Brunch,Afternoon,Weekend
8054,Sandwich,Afternoon,Weekend
8055,Coffee,Afternoon,Weekend
8055,Cookies,Afternoon,Weekend
8056,Bread,Afternoon,Weekend
8056,Hot chocolate,Afternoon,Weekend
8056,Sandwich,Afternoon,Weekend
8056,Chocolates,Afternoon,Weekend
8057,Pastry,Morning,Weekday
8057,Coffee,Morning,Weekday
8058,Coffee,Morning,Weekday
8058,Jammie Dodgers,Morning,Weekday
8059,Coffee,Morning,Weekday
8060,Cake,Morning,Weekday
8061,Pastry,Morning,Weekday
8061,Bread,Morning,Weekday
8061,Jam,Morning,Weekday
8062,Bread,Morning,Weekday
8063,Tea,Morning,Weekday
8064,Tea,Morning,Weekday
8064,Coffee,Morning,Weekday
8064,Spanish Brunch,Morning,Weekday
8065,Afternoon with the baker,Morning,Weekday
8066,Bread,Morning,Weekday
8067,Coffee,Morning,Weekday
8067,Cookies,Morning,Weekday
8068,Coffee,Morning,Weekday
8068,Tea,Morning,Weekday
8068,Cookies,Morning,Weekday
8068,Cake,Morning,Weekday
8069,Coffee,Morning,Weekday
8069,Coffee,Morning,Weekday
8070,Coffee,Morning,Weekday
8070,Coffee,Morning,Weekday
8071,Coffee,Morning,Weekday
8071,Coffee,Morning,Weekday
8071,Muffin,Morning,Weekday
8072,Bread,Morning,Weekday
8073,Tea,Morning,Weekday
8074,Coffee,Morning,Weekday
8074,Pastry,Morning,Weekday
8074,Pastry,Morning,Weekday
8075,Sandwich,Morning,Weekday
8075,Sandwich,Morning,Weekday
8075,Tea,Morning,Weekday
8075,Coffee,Morning,Weekday
8077,Bread,Morning,Weekday
8078,Tea,Afternoon,Weekday
8078,Cake,Afternoon,Weekday
8079,Coffee,Afternoon,Weekday
8080,Baguette,Afternoon,Weekday
8081,Baguette,Afternoon,Weekday
8081,Scone,Afternoon,Weekday
8082,Coffee,Afternoon,Weekday
8083,Coffee,Afternoon,Weekday
8083,Coffee,Afternoon,Weekday
8083,Pastry,Afternoon,Weekday
8083,Pastry,Afternoon,Weekday
8084,Coffee,Afternoon,Weekday
8084,Pastry,Afternoon,Weekday
8085,Pastry,Afternoon,Weekday
8086,Bread,Afternoon,Weekday
8087,Pastry,Afternoon,Weekday
8087,Pastry,Afternoon,Weekday
8087,Coffee,Afternoon,Weekday
8088,Tea,Afternoon,Weekday
8088,Bread,Afternoon,Weekday
8089,Baguette,Afternoon,Weekday
8089,Coffee,Afternoon,Weekday
8090,Bread,Afternoon,Weekday
8091,Truffles,Afternoon,Weekday
8091,Tea,Afternoon,Weekday
8091,Soup,Afternoon,Weekday
8091,Salad,Afternoon,Weekday
8091,Cookies,Afternoon,Weekday
8091,Bread,Afternoon,Weekday
8092,Soup,Afternoon,Weekday
8093,Coffee,Afternoon,Weekday
8093,Soup,Afternoon,Weekday
8093,Afternoon with the baker,Afternoon,Weekday
8094,Coffee,Afternoon,Weekday
8094,Afternoon with the baker,Afternoon,Weekday
8094,Spanish Brunch,Afternoon,Weekday
8095,Sandwich,Afternoon,Weekday
8096,Coffee,Afternoon,Weekday
8097,Sandwich,Afternoon,Weekday
8097,Coffee,Afternoon,Weekday
8098,Sandwich,Afternoon,Weekday
8098,Coffee,Afternoon,Weekday
8099,Coffee,Afternoon,Weekday
8099,Sandwich,Afternoon,Weekday
8100,Salad,Afternoon,Weekday
8100,Tea,Afternoon,Weekday
8101,Juice,Afternoon,Weekday
8102,Sandwich,Afternoon,Weekday
8103,Tea,Afternoon,Weekday
8103,Coffee,Afternoon,Weekday
8103,Hot chocolate,Afternoon,Weekday
8104,Coffee,Afternoon,Weekday
8104,Coffee,Afternoon,Weekday
8104,Soup,Afternoon,Weekday
8106,Tea,Afternoon,Weekday
8106,Cake,Afternoon,Weekday
8107,Cake,Afternoon,Weekday
8107,Bread,Afternoon,Weekday
8108,Jammie Dodgers,Afternoon,Weekday
8108,Cake,Afternoon,Weekday
8108,Coffee,Afternoon,Weekday
8108,Coffee,Afternoon,Weekday
8109,Coffee,Evening,Weekday
8109,Salad,Evening,Weekday
8110,Baguette,Morning,Weekday
8111,Coffee,Morning,Weekday
8111,Jammie Dodgers,Morning,Weekday
8111,Pastry,Morning,Weekday
8112,Coffee,Morning,Weekday
8112,Cookies,Morning,Weekday
8113,Coffee,Morning,Weekday
8113,Pastry,Morning,Weekday
8113,Farm House,Morning,Weekday
8114,Bread,Morning,Weekday
8115,Coffee,Morning,Weekday
8116,Coffee,Morning,Weekday
8116,Baguette,Morning,Weekday
8117,Coffee,Morning,Weekday
8117,Toast,Morning,Weekday
8117,Tea,Morning,Weekday
8118,Pastry,Morning,Weekday
8119,Bread,Morning,Weekday
8120,Coffee,Morning,Weekday
8120,Coffee,Morning,Weekday
8120,Pastry,Morning,Weekday
8121,Bread,Morning,Weekday
8121,Salad,Morning,Weekday
8122,Bread,Morning,Weekday
8122,Pastry,Morning,Weekday
8123,Coffee,Morning,Weekday
8124,Bread,Morning,Weekday
8124,Coffee,Morning,Weekday
8124,Toast,Morning,Weekday
8126,Coffee,Morning,Weekday
8127,Coffee,Morning,Weekday
8129,Gift voucher,Morning,Weekday
8129,Bread,Morning,Weekday
8130,Pastry,Morning,Weekday
8130,Bread,Morning,Weekday
8131,Sandwich,Afternoon,Weekday
8132,Mineral water,Afternoon,Weekday
8133,Coffee,Afternoon,Weekday
8133,Pastry,Afternoon,Weekday
8134,Truffles,Afternoon,Weekday
8134,Chicken Stew,Afternoon,Weekday
8135,Pastry,Afternoon,Weekday
8136,Coffee,Afternoon,Weekday
8136,Jammie Dodgers,Afternoon,Weekday
8136,Sandwich,Afternoon,Weekday
8137,Bread,Afternoon,Weekday
8137,Cookies,Afternoon,Weekday
8138,Tea,Afternoon,Weekday
8138,Coffee,Afternoon,Weekday
8138,Medialuna,Afternoon,Weekday
8140,Chicken Stew,Afternoon,Weekday
8141,Coffee,Afternoon,Weekday
8142,Tea,Afternoon,Weekday
8142,Juice,Afternoon,Weekday
8142,Sandwich,Afternoon,Weekday
8142,Chicken Stew,Afternoon,Weekday
8143,Tea,Afternoon,Weekday
8143,Tea,Afternoon,Weekday
8144,Bread,Afternoon,Weekday
8144,Sandwich,Afternoon,Weekday
8144,Cake,Afternoon,Weekday
8145,Coffee,Afternoon,Weekday
8145,Muffin,Afternoon,Weekday
8146,Coffee,Afternoon,Weekday
8146,Juice,Afternoon,Weekday
8146,Bakewell,Afternoon,Weekday
8147,Cake,Afternoon,Weekday
